Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
3058,15-06-2020,8:00 AM,Telengana,null,null,2377,185,4974
3059,15-06-2020,8:00 AM,Tripura,null,null,315,1,1076
3060,15-06-2020,8:00 AM,Uttarakhand,null,null,1111,24,1819
3061,15-06-2020,8:00 AM,Uttar Pradesh,null,null,8268,399,13615
3062,15-06-2020,8:00 AM,West Bengal,null,null,5060,475,11087
3063,15-06-2020,8:00 AM,Cases being reassigned to states,null,null,0,0,6972
3064,16-06-2020,8:00 AM,Andaman and Nicobar Islands,null,null,33,0,41
3065,16-06-2020,8:00 AM,Andhra Pradesh,null,null,3316,88,6456
3066,16-06-2020,8:00 AM,Arunachal Pradesh,null,null,7,0,91
3067,16-06-2020,8:00 AM,Assam,null,null,2166,8,4158
3068,16-06-2020,8:00 AM,Bihar,null,null,4409,40,6650
3069,16-06-2020,8:00 AM,Chandigarh,null,null,296,6,354
3070,16-06-2020,8:00 AM,Chhattisgarh,null,null,890,8,1756
3071,16-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,null,null,5,0,36
3072,16-06-2020,8:00 AM,Delhi,null,null,16427,1400,42829
3073,16-06-2020,8:00 AM,Goa,null,null,85,0,592
3074,16-06-2020,8:00 AM,Gujarat,null,null,16664,1505,24055
3075,16-06-2020,8:00 AM,Haryana,null,null,3565,100,7722
3076,16-06-2020,8:00 AM,Himachal Pradesh,null,null,353,8,556
3077,16-06-2020,8:00 AM,Jammu and Kashmir,null,null,2604,62,5220
3078,16-06-2020,8:00 AM,Jharkhand,null,null,905,8,1763
3079,16-06-2020,8:00 AM,Karnataka,null,null,4135,89,7213
3080,16-06-2020,8:00 AM,Kerala,null,null,1175,20,2543
3081,16-06-2020,8:00 AM,Ladakh,null,null,82,1,555
3082,16-06-2020,8:00 AM,Madhya Pradesh,null,null,7903,465,10935
3083,16-06-2020,8:00 AM,Maharashtra,null,null,56049,4128,110744
3084,16-06-2020,8:00 AM,Manipur,null,null,151,0,490
3085,16-06-2020,8:00 AM,Meghalaya,null,null,25,1,44
3086,16-06-2020,8:00 AM,Mizoram,null,null,1,0,117
3087,16-06-2020,8:00 AM,Nagaland,null,null,92,0,177
3088,16-06-2020,8:00 AM,Odisha,null,null,2854,11,4055
3089,16-06-2020,8:00 AM,Puducherry,null,null,95,5,202
3090,16-06-2020,8:00 AM,Punjab,null,null,2443,71,3267
3091,16-06-2020,8:00 AM,Rajasthan,null,null,9785,301,12981
3092,16-06-2020,8:00 AM,Sikkim,null,null,4,0,68
3093,16-06-2020,8:00 AM,Tamil Nadu,null,null,25344,479,46504
3094,16-06-2020,8:00 AM,Telengana,null,null,2766,187,5193
3095,16-06-2020,8:00 AM,Tripura,null,null,433,1,1086
3096,16-06-2020,8:00 AM,Uttarakhand,null,null,1189,24,1845
3097,16-06-2020,8:00 AM,Uttar Pradesh,null,null,8268,399,13615
3098,16-06-2020,8:00 AM,West Bengal,null,null,5494,485,11494
3099,16-06-2020,8:00 AM,Cases being reassigned to states,null,null,0,0,7684
3100,17-06-2020,8:00 AM,Andaman and Nicobar Islands,null,null,33,0,44
3101,17-06-2020,8:00 AM,Andhra Pradesh,null,null,3509,88,6841
3102,17-06-2020,8:00 AM,Arunachal Pradesh,null,null,7,0,95
3103,17-06-2020,8:00 AM,Assam,null,null,2166,8,4319
3104,17-06-2020,8:00 AM,Bihar,null,null,4644,41,6778
3105,17-06-2020,8:00 AM,Chandigarh,null,null,302,6,358
3106,17-06-2020,8:00 AM,Chhattisgarh,null,null,1036,9,1781
3107,17-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,null,null,9,0,45
3108,17-06-2020,8:00 AM,Delhi,null,null,16500,1837,44688
3109,17-06-2020,8:00 AM,Goa,null,null,85,0,629
3110,17-06-2020,8:00 AM,Gujarat,null,null,17082,1533,24577
3111,17-06-2020,8:00 AM,Haryana,null,null,3748,118,8272
3112,17-06-2020,8:00 AM,Himachal Pradesh,null,null,372,8,560
3113,17-06-2020,8:00 AM,Jammu and Kashmir,null,null,2781,63,5298
3114,17-06-2020,8:00 AM,Jharkhand,null,null,1121,9,1839
3115,17-06-2020,8:00 AM,Karnataka,null,null,4456,94,7530
3116,17-06-2020,8:00 AM,Kerala,null,null,1236,20,2622
3117,17-06-2020,8:00 AM,Ladakh,null,null,85,1,649
3118,17-06-2020,8:00 AM,Madhya Pradesh,null,null,8152,476,11083
3119,17-06-2020,8:00 AM,Maharashtra,null,null,57851,5537,113445
3120,17-06-2020,8:00 AM,Manipur,null,null,159,0,500
3121,17-06-2020,8:00 AM,Meghalaya,null,null,25,1,44
3122,17-06-2020,8:00 AM,Mizoram,null,null,1,0,121
3123,17-06-2020,8:00 AM,Nagaland,null,null,92,0,179
3124,17-06-2020,8:00 AM,Odisha,null,null,2974,11,4163
3125,17-06-2020,8:00 AM,Puducherry,null,null,99,6,216
3126,17-06-2020,8:00 AM,Punjab,null,null,2461,72,3371
3127,17-06-2020,8:00 AM,Rajasthan,null,null,9849,308,13216
3128,17-06-2020,8:00 AM,Sikkim,null,null,4,0,70
3129,17-06-2020,8:00 AM,Tamil Nadu,null,null,26782,528,48019
3130,17-06-2020,8:00 AM,Telengana,null,null,3027,191,5406
3131,17-06-2020,8:00 AM,Tripura,null,null,433,1,1092
3132,17-06-2020,8:00 AM,Uttarakhand,null,null,1216,25,1942
3133,17-06-2020,8:00 AM,Uttar Pradesh,null,null,8610,417,14091
3134,17-06-2020,8:00 AM,West Bengal,null,null,6028,495,11909
3135,17-06-2020,8:00 AM,Cases being reassigned to states,null,null,0,0,8273
3136,18-06-2020,8:00 AM,Andaman and Nicobar Islands,null,null,33,0,44
3137,18-06-2020,8:00 AM,Andhra Pradesh,null,null,3641,90,7071
3138,18-06-2020,8:00 AM,Arunachal Pradesh,null,null,7,0,99
3139,18-06-2020,8:00 AM,Assam,null,null,2642,8,4605
3140,18-06-2020,8:00 AM,Bihar,null,null,4926,44,6942
3141,18-06-2020,8:00 AM,Chandigarh,null,null,303,6,368
3142,18-06-2020,8:00 AM,Chhattisgarh,null,null,1180,10,1864
3143,18-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,null,null,12,0,57
3144,18-06-2020,8:00 AM,Delhi,null,null,17457,1904,47102
3145,18-06-2020,8:00 AM,Goa,null,null,96,0,656
3146,18-06-2020,8:00 AM,Gujarat,null,null,17430,1560,25093
3147,18-06-2020,8:00 AM,Haryana,null,null,3952,130,8832
3148,18-06-2020,8:00 AM,Himachal Pradesh,null,null,372,8,569
3149,18-06-2020,8:00 AM,Jammu and Kashmir,null,null,2914,65,5406
3150,18-06-2020,8:00 AM,Jharkhand,null,null,1151,10,1895
3151,18-06-2020,8:00 AM,Karnataka,null,null,4804,102,7734
3152,18-06-2020,8:00 AM,Kerala,null,null,1326,20,2697
3153,18-06-2020,8:00 AM,Ladakh,null,null,92,1,687
3154,18-06-2020,8:00 AM,Madhya Pradesh,null,null,8388,482,11244
3155,18-06-2020,8:00 AM,Maharashtra,null,null,59166,5651,116752
3156,18-06-2020,8:00 AM,Manipur,null,null,192,0,552
3157,18-06-2020,8:00 AM,Meghalaya,null,null,30,1,44
3158,18-06-2020,8:00 AM,Mizoram,null,null,1,0,121
3159,18-06-2020,8:00 AM,Nagaland,null,null,103,0,193
3160,18-06-2020,8:00 AM,Odisha,null,null,3047,11,4338
3161,18-06-2020,8:00 AM,Puducherry,null,null,109,7,245
3162,18-06-2020,8:00 AM,Punjab,null,null,2538,78,3497
3163,18-06-2020,8:00 AM,Rajasthan,null,null,10467,313,13542
3164,18-06-2020,8:00 AM,Sikkim,null,null,4,0,70
3165,18-06-2020,8:00 AM,Tamil Nadu,null,null,27624,576,50193
3166,18-06-2020,8:00 AM,Telengana,null,null,3071,192,5675
3167,18-06-2020,8:00 AM,Tripura,null,null,556,1,1135
3168,18-06-2020,8:00 AM,Uttarakhand,null,null,1254,26,2023
3169,18-06-2020,8:00 AM,Uttar Pradesh,null,null,8904,435,14598
3170,18-06-2020,8:00 AM,West Bengal,null,null,6533,506,12300
3171,18-06-2020,8:00 AM,Cases being reassigned to states,null,null,0,0,8703
3172,19-06-2020,8:00 AM,Andaman and Nicobar Islands,null,null,33,0,44
3173,19-06-2020,8:00 AM,Andhra Pradesh,null,null,3789,92,7518
3174,19-06-2020,8:00 AM,Arunachal Pradesh,null,null,10,0,103
3175,19-06-2020,8:00 AM,Assam,null,null,2654,9,4777
3176,19-06-2020,8:00 AM,Bihar,null,null,5056,44,7025
3177,19-06-2020,8:00 AM,Chandigarh,null,null,306,6,374
3178,19-06-2020,8:00 AM,Chhattisgarh,null,null,1228,10,1946
3179,19-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,null,null,13,0,58
3180,19-06-2020,8:00 AM,Delhi,null,null,21341,1969,49979
3181,19-06-2020,8:00 AM,Goa,null,null,109,0,705
3182,19-06-2020,8:00 AM,Gujarat,null,null,17819,1591,25601
3183,19-06-2020,8:00 AM,Haryana,null,null,4556,134,9218
3184,19-06-2020,8:00 AM,Himachal Pradesh,null,null,382,8,595
3185,19-06-2020,8:00 AM,Jammu and Kashmir,null,null,3144,71,5555
3186,19-06-2020,8:00 AM,Jharkhand,null,null,1198,11,1920
3187,19-06-2020,8:00 AM,Karnataka,null,null,4983,114,7944
3188,19-06-2020,8:00 AM,Kerala,null,null,1415,21,2794
3189,19-06-2020,8:00 AM,Ladakh,null,null,95,1,687
3190,19-06-2020,8:00 AM,Madhya Pradesh,null,null,8632,486,11426
3191,19-06-2020,8:00 AM,Maharashtra,null,null,60838,5751,120504
3192,19-06-2020,8:00 AM,Manipur,null,null,199,0,606
3193,19-06-2020,8:00 AM,Meghalaya,null,null,30,1,44
3194,19-06-2020,8:00 AM,Mizoram,null,null,1,0,130
3195,19-06-2020,8:00 AM,Nagaland,null,null,103,0,193
3196,19-06-2020,8:00 AM,Odisha,null,null,3144,11,4512
3197,19-06-2020,8:00 AM,Puducherry,null,null,109,7,271
3198,19-06-2020,8:00 AM,Punjab,null,null,2570,83,3615
3199,19-06-2020,8:00 AM,Rajasthan,null,null,10742,323,13857
3200,19-06-2020,8:00 AM,Sikkim,null,null,5,0,70
3201,19-06-2020,8:00 AM,Tamil Nadu,null,null,28641,625,52334
3202,19-06-2020,8:00 AM,Telengana,null,null,3301,195,6027
3203,19-06-2020,8:00 AM,Tripura,null,null,639,1,1155
3204,19-06-2020,8:00 AM,Uttarakhand,null,null,1386,26,2102
3205,19-06-2020,8:00 AM,Uttar Pradesh,null,null,9239,465,15181
3206,19-06-2020,8:00 AM,West Bengal,null,null,7001,518,12735
3207,19-06-2020,8:00 AM,Cases being reassigned to states,null,null,0,0,8927
3208,20-06-2020,8:00 AM,Andaman and Nicobar Islands,null,null,35,0,45
3209,20-06-2020,8:00 AM,Andhra Pradesh,null,null,3917,96,7961
3210,20-06-2020,8:00 AM,Arunachal Pradesh,null,null,11,0,103
3211,20-06-2020,8:00 AM,Assam,null,null,3039,9,4904
3212,20-06-2020,8:00 AM,Bihar,null,null,5098,50,7181
3213,20-06-2020,8:00 AM,Chandigarh,null,null,315,6,381
3214,20-06-2020,8:00 AM,Chhattisgarh,null,null,1331,10,2028
3215,20-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,null,null,14,0,62
3216,20-06-2020,8:00 AM,Delhi,null,null,23569,2035,53116
3217,20-06-2020,8:00 AM,Goa,null,null,118,0,725
3218,20-06-2020,8:00 AM,Gujarat,null,null,18159,1618,26141
3219,20-06-2020,8:00 AM,Haryana,null,null,4889,144,9743
3220,20-06-2020,8:00 AM,Himachal Pradesh,null,null,388,8,619
3221,20-06-2020,8:00 AM,Jammu and Kashmir,null,null,3194,75,5680
3222,20-06-2020,8:00 AM,Jharkhand,null,null,1332,11,1965
3223,20-06-2020,8:00 AM,Karnataka,null,null,5210,124,8281
3224,20-06-2020,8:00 AM,Kerala,null,null,1511,21,2912
3225,20-06-2020,8:00 AM,Ladakh,null,null,95,1,744
3226,20-06-2020,8:00 AM,Madhya Pradesh,null,null,8748,495,11582
3227,20-06-2020,8:00 AM,Maharashtra,null,null,62773,5893,124331
3228,20-06-2020,8:00 AM,Manipur,null,null,218,0,681
3229,20-06-2020,8:00 AM,Meghalaya,null,null,33,1,44
3230,20-06-2020,8:00 AM,Mizoram,null,null,1,0,130
3231,20-06-2020,8:00 AM,Nagaland,null,null,125,0,198
3232,20-06-2020,8:00 AM,Odisha,null,null,3297,11,4677
3233,20-06-2020,8:00 AM,Puducherry,null,null,118,7,286
3234,20-06-2020,8:00 AM,Punjab,null,null,2636,92,3832
3235,20-06-2020,8:00 AM,Rajasthan,null,null,10997,333,14156
3236,20-06-2020,8:00 AM,Sikkim,null,null,5,0,70
3237,20-06-2020,8:00 AM,Tamil Nadu,null,null,30271,666,54449
3238,20-06-2020,8:00 AM,Telengana,null,null,3353,198,6526
3239,20-06-2020,8:00 AM,Tripura,null,null,657,1,1178
3240,20-06-2020,8:00 AM,Uttarakhand,null,null,1433,26,2177
3241,20-06-2020,8:00 AM,Uttar Pradesh,null,null,9638,488,15785
3242,20-06-2020,8:00 AM,West Bengal,null,null,7303,529,13090
3243,20-06-2020,8:00 AM,Cases being reassigned to states,null,null,0,0,9265
3244,21-06-2020,8:00 AM,Andaman and Nicobar Islands,null,null,36,0,47
3245,21-06-2020,8:00 AM,Andhra Pradesh,null,null,4111,101,8452
3246,21-06-2020,8:00 AM,Arunachal Pradesh,null,null,14,0,135
3247,21-06-2020,8:00 AM,Assam,null,null,3039,9,4904
3248,21-06-2020,8:00 AM,Bihar,null,null,5529,52,7533
3249,21-06-2020,8:00 AM,Chandigarh,null,null,316,6,404
3250,21-06-2020,8:00 AM,Chhattisgarh,null,null,1394,11,2041
3251,21-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,null,null,26,0,68
3252,21-06-2020,8:00 AM,Delhi,null,null,31294,2112,56746
3253,21-06-2020,8:00 AM,Goa,null,null,129,0,754
3254,21-06-2020,8:00 AM,Gujarat,null,null,18694,1638,26680
3255,21-06-2020,8:00 AM,Haryana,null,null,5128,149,10223
3256,21-06-2020,8:00 AM,Himachal Pradesh,null,null,413,8,656
3257,21-06-2020,8:00 AM,Jammu and Kashmir,null,null,3336,81,5834
3258,21-06-2020,8:00 AM,Jharkhand,null,null,1335,11,1965
3259,21-06-2020,8:00 AM,Karnataka,null,null,5391,132,8697
3260,21-06-2020,8:00 AM,Kerala,null,null,1568,21,3039
3261,21-06-2020,8:00 AM,Ladakh,null,null,117,1,836
3262,21-06-2020,8:00 AM,Madhya Pradesh,null,null,8880,501,11724
3263,21-06-2020,8:00 AM,Maharashtra,null,null,64153,5984,128205
3264,21-06-2020,8:00 AM,Manipur,null,null,232,0,777
3265,21-06-2020,8:00 AM,Meghalaya,null,null,33,1,44
3266,21-06-2020,8:00 AM,Mizoram,null,null,9,0,140
3267,21-06-2020,8:00 AM,Nagaland,null,null,138,0,201
3268,21-06-2020,8:00 AM,Odisha,null,null,3534,12,4856
3269,21-06-2020,8:00 AM,Puducherry,null,null,118,7,286
3270,21-06-2020,8:00 AM,Punjab,null,null,2678,98,3952
3271,21-06-2020,8:00 AM,Rajasthan,null,null,11274,337,14536
3272,21-06-2020,8:00 AM,Sikkim,null,null,25,0,70
3273,21-06-2020,8:00 AM,Tamil Nadu,null,null,31316,704,56845
3274,21-06-2020,8:00 AM,Telengana,null,null,3506,203,7072
3275,21-06-2020,8:00 AM,Tripura,null,null,680,1,1186
3276,21-06-2020,8:00 AM,Uttarakhand,null,null,1450,27,2301
3277,21-06-2020,8:00 AM,Uttar Pradesh,null,null,9995,507,16594
3278,21-06-2020,8:00 AM,West Bengal,null,null,7865,540,13531
3279,21-06-2020,8:00 AM,Cases being reassigned to states,null,null,0,0,9127
3280,22-06-2020,8:00 AM,Andaman and Nicobar Islands,null,null,37,0,48
3281,22-06-2020,8:00 AM,Andhra Pradesh,null,null,4331,106,8999
3282,22-06-2020,8:00 AM,Arunachal Pradesh,null,null,15,0,135
3283,22-06-2020,8:00 AM,Assam,null,null,3360,9,5388
3284,22-06-2020,8:00 AM,Bihar,null,null,5580,53,7612
3285,22-06-2020,8:00 AM,Chandigarh,null,null,316,6,406
3286,22-06-2020,8:00 AM,Chhattisgarh,null,null,1447,11,2275
3287,22-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,null,null,26,0,88
3288,22-06-2020,8:00 AM,Delhi,null,null,33013,2175,59746
3289,22-06-2020,8:00 AM,Goa,null,null,129,0,754
3290,22-06-2020,8:00 AM,Gujarat,null,null,19349,1663,27260
3291,22-06-2020,8:00 AM,Haryana,null,null,5557,160,10635
3292,22-06-2020,8:00 AM,Himachal Pradesh,null,null,425,8,673
3293,22-06-2020,8:00 AM,Jammu and Kashmir,null,null,3382,82,5956
3294,22-06-2020,8:00 AM,Jharkhand,null,null,1406,11,2073
3295,22-06-2020,8:00 AM,Karnataka,null,null,5618,137,9150
3296,22-06-2020,8:00 AM,Kerala,null,null,1661,21,3172
3297,22-06-2020,8:00 AM,Ladakh,null,null,134,1,837
3298,22-06-2020,8:00 AM,Madhya Pradesh,null,null,9015,515,11903
3299,22-06-2020,8:00 AM,Maharashtra,null,null,65744,6170,132075
3300,22-06-2020,8:00 AM,Manipur,null,null,250,0,841
3301,22-06-2020,8:00 AM,Meghalaya,null,null,33,1,44
3302,22-06-2020,8:00 AM,Mizoram,null,null,9,0,141
3303,22-06-2020,8:00 AM,Nagaland,null,null,141,0,211
3304,22-06-2020,8:00 AM,Odisha,null,null,3720,14,5160
3305,22-06-2020,8:00 AM,Puducherry,null,null,140,8,366
3306,22-06-2020,8:00 AM,Punjab,null,null,2700,99,4074
3307,22-06-2020,8:00 AM,Rajasthan,null,null,11597,349,14930
3308,22-06-2020,8:00 AM,Sikkim,null,null,25,0,78
3309,22-06-2020,8:00 AM,Tamil Nadu,null,null,32754,757,59377
3310,22-06-2020,8:00 AM,Telengana,null,null,3731,210,7802
3311,22-06-2020,8:00 AM,Tripura,null,null,759,1,1221
3312,22-06-2020,8:00 AM,Uttarakhand,null,null,1500,27,2344
3313,22-06-2020,8:00 AM,Uttar Pradesh,null,null,10995,550,17731
3314,22-06-2020,8:00 AM,West Bengal,null,null,8297,555,13945
3315,22-06-2020,8:00 AM,Cases being reassigned to states,null,null,0,0,7832
3316,23-06-2020,8:00 AM,Andaman and Nicobar Islands,null,null,37,0,48
3317,23-06-2020,8:00 AM,Andhra Pradesh,null,null,4495,111,9372
3318,23-06-2020,8:00 AM,Arunachal Pradesh,null,null,21,0,139
3319,23-06-2020,8:00 AM,Assam,null,null,3521,9,5586
3320,23-06-2020,8:00 AM,Bihar,null,null,5781,55,7825
3321,23-06-2020,8:00 AM,Chandigarh,null,null,322,6,411
3322,23-06-2020,8:00 AM,Chhattisgarh,null,null,1513,12,2303
3323,23-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,null,null,27,0,91
3324,23-06-2020,8:00 AM,Delhi,null,null,36602,2233,62655
3325,23-06-2020,8:00 AM,Goa,null,null,152,1,864
3326,23-06-2020,8:00 AM,Gujarat,null,null,19909,1684,27825
3327,23-06-2020,8:00 AM,Haryana,null,null,5916,169,11025
3328,23-06-2020,8:00 AM,Himachal Pradesh,null,null,437,8,727
3329,23-06-2020,8:00 AM,Jammu and Kashmir,null,null,3531,85,6088
3330,23-06-2020,8:00 AM,Jharkhand,null,null,1469,11,2137
3331,23-06-2020,8:00 AM,Karnataka,null,null,5730,142,9399
3332,23-06-2020,8:00 AM,Kerala,null,null,1749,21,3310
3333,23-06-2020,8:00 AM,Ladakh,null,null,136,1,847
3334,23-06-2020,8:00 AM,Madhya Pradesh,null,null,9215,521,12078
3335,23-06-2020,8:00 AM,Maharashtra,null,null,67706,6283,135796
3336,23-06-2020,8:00 AM,Manipur,null,null,250,0,898
3337,23-06-2020,8:00 AM,Meghalaya,null,null,37,1,44
3338,23-06-2020,8:00 AM,Mizoram,null,null,9,0,141
3339,23-06-2020,8:00 AM,Nagaland,null,null,141,0,280
3340,23-06-2020,8:00 AM,Odisha,null,null,3863,15,5303
3341,23-06-2020,8:00 AM,Puducherry,null,null,149,8,383
3342,23-06-2020,8:00 AM,Punjab,null,null,2825,101,4235
3343,23-06-2020,8:00 AM,Rajasthan,null,null,11910,356,15232
3344,23-06-2020,8:00 AM,Sikkim,null,null,29,0,78
3345,23-06-2020,8:00 AM,Tamil Nadu,null,null,34112,794,62087
3346,23-06-2020,8:00 AM,Telengana,null,null,4005,217,8674
3347,23-06-2020,8:00 AM,Tripura,null,null,782,1,1237
3348,23-06-2020,8:00 AM,Uttarakhand,null,null,1521,28,2402
3349,23-06-2020,8:00 AM,Uttar Pradesh,null,null,11601,569,18322
3350,23-06-2020,8:00 AM,West Bengal,null,null,8687,569,14358
3351,23-06-2020,8:00 AM,Cases being reassigned to states,null,null,0,0,8015
3352,24-06-2020,8:00 AM,Andaman and Nicobar Islands,null,null,40,0,50
3353,24-06-2020,8:00 AM,Andhra Pradesh,null,null,4599,119,10002
3354,24-06-2020,8:00 AM,Arunachal Pradesh,null,null,22,0,148
3355,24-06-2020,8:00 AM,Assam,null,null,3762,9,5831
3356,24-06-2020,8:00 AM,Bihar,null,null,6104,56,8153
3357,24-06-2020,8:00 AM,Chandigarh,null,null,322,6,418
3358,24-06-2020,8:00 AM,Chhattisgarh,null,null,1553,12,2362
3359,24-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,null,null,29,0,120
3360,24-06-2020,8:00 AM,Delhi,null,null,39313,2301,66602
3361,24-06-2020,8:00 AM,Goa,null,null,205,1,909
3362,24-06-2020,8:00 AM,Gujarat,null,null,20513,1710,28371
3363,24-06-2020,8:00 AM,Haryana,null,null,6498,178,11520
3364,24-06-2020,8:00 AM,Himachal Pradesh,null,null,443,8,775
3365,24-06-2020,8:00 AM,Jammu and Kashmir,null,null,3642,87,6236
3366,24-06-2020,8:00 AM,Jharkhand,null,null,1520,11,2185
3367,24-06-2020,8:00 AM,Karnataka,null,null,6004,150,9721
3368,24-06-2020,8:00 AM,Kerala,null,null,1809,22,3451
3369,24-06-2020,8:00 AM,Ladakh,null,null,148,1,932
3370,24-06-2020,8:00 AM,Madhya Pradesh,null,null,9335,525,12261
3371,24-06-2020,8:00 AM,Maharashtra,null,null,69631,6531,139010
3372,24-06-2020,8:00 AM,Manipur,null,null,258,0,921
3373,24-06-2020,8:00 AM,Meghalaya,null,null,37,1,46
3374,24-06-2020,8:00 AM,Mizoram,null,null,9,0,142
3375,24-06-2020,8:00 AM,Nagaland,null,null,141,0,330
3376,24-06-2020,8:00 AM,Odisha,null,null,3988,17,5470
3377,24-06-2020,8:00 AM,Puducherry,null,null,165,9,402
3378,24-06-2020,8:00 AM,Punjab,null,null,3047,105,4397
3379,24-06-2020,8:00 AM,Rajasthan,null,null,12213,365,15627
3380,24-06-2020,8:00 AM,Sikkim,null,null,29,0,79
3381,24-06-2020,8:00 AM,Tamil Nadu,null,null,35339,833,64603
3382,24-06-2020,8:00 AM,Telengana,null,null,4224,220,9553
3383,24-06-2020,8:00 AM,Tripura,null,null,807,1,1259
3384,24-06-2020,8:00 AM,Uttarakhand,null,null,1602,30,2535
3385,24-06-2020,8:00 AM,Uttar Pradesh,null,null,12116,588,18893
3386,24-06-2020,8:00 AM,West Bengal,null,null,9218,580,14728
3387,24-06-2020,8:00 AM,Cases being reassigned to states,null,null,0,0,8141
3388,25-06-2020,8:00 AM,Andaman and Nicobar Islands,null,null,43,0,56
3389,25-06-2020,8:00 AM,Andhra Pradesh,null,null,4779,124,10331
3390,25-06-2020,8:00 AM,Arunachal Pradesh,null,null,38,0,158
3391,25-06-2020,8:00 AM,Assam,null,null,3958,9,6198
3392,25-06-2020,8:00 AM,Bihar,null,null,6113,57,8209
3393,25-06-2020,8:00 AM,Chandigarh,null,null,323,6,420
3394,25-06-2020,8:00 AM,Chhattisgarh,null,null,1627,12,2419
3395,25-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,null,null,30,0,120
3396,25-06-2020,8:00 AM,Delhi,null,null,41437,2365,70390
3397,25-06-2020,8:00 AM,Goa,null,null,289,2,951
3398,25-06-2020,8:00 AM,Gujarat,null,null,21088,1735,28943
3399,25-06-2020,8:00 AM,Haryana,null,null,6925,188,12010
3400,25-06-2020,8:00 AM,Himachal Pradesh,null,null,466,8,806
3401,25-06-2020,8:00 AM,Jammu and Kashmir,null,null,3818,88,6422
3402,25-06-2020,8:00 AM,Jharkhand,null,null,1570,11,2207
3403,25-06-2020,8:00 AM,Karnataka,null,null,6151,164,10118
3404,25-06-2020,8:00 AM,Kerala,null,null,1888,22,3603
3405,25-06-2020,8:00 AM,Ladakh,null,null,274,1,941
3406,25-06-2020,8:00 AM,Madhya Pradesh,null,null,9473,534,12448
3407,25-06-2020,8:00 AM,Maharashtra,null,null,73792,6739,142900
3408,25-06-2020,8:00 AM,Manipur,null,null,328,0,970
3409,25-06-2020,8:00 AM,Meghalaya,null,null,42,1,46
3410,25-06-2020,8:00 AM,Mizoram,null,null,19,0,142
3411,25-06-2020,8:00 AM,Nagaland,null,null,148,0,347
3412,25-06-2020,8:00 AM,Odisha,null,null,4123,17,5752
3413,25-06-2020,8:00 AM,Puducherry,null,null,176,9,461
3414,25-06-2020,8:00 AM,Punjab,null,null,3099,113,4627
3415,25-06-2020,8:00 AM,Rajasthan,null,null,12611,375,16009
3416,25-06-2020,8:00 AM,Sikkim,null,null,39,0,84
3417,25-06-2020,8:00 AM,Tamil Nadu,null,null,37763,866,67468
3418,25-06-2020,8:00 AM,Telengana,null,null,4361,225,10444
3419,25-06-2020,8:00 AM,Tripura,null,null,897,1,1259
3420,25-06-2020,8:00 AM,Uttarakhand,null,null,1721,35,2623
3421,25-06-2020,8:00 AM,Uttar Pradesh,null,null,12586,596,19557
3422,25-06-2020,8:00 AM,West Bengal,null,null,9702,591,15173
3423,25-06-2020,8:00 AM,Cases being reassigned to states,null,null,0,0,8493
3424,26-06-2020,8:00 AM,Andaman and Nicobar Islands,null,null,43,0,59
3425,26-06-2020,8:00 AM,Andhra Pradesh,null,null,4988,136,10884
3426,26-06-2020,8:00 AM,Arunachal Pradesh,null,null,38,1,160
3427,26-06-2020,8:00 AM,Assam,null,null,4033,9,6321
3428,26-06-2020,8:00 AM,Bihar,null,null,6441,57,8473
3429,26-06-2020,8:00 AM,Chandigarh,null,null,329,6,423
3430,26-06-2020,8:00 AM,Chhattisgarh,null,null,1755,12,2452
3431,26-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,null,null,32,0,155
3432,26-06-2020,8:00 AM,Delhi,null,null,44765,2429,73780
3433,26-06-2020,8:00 AM,Goa,null,null,335,2,995
3434,26-06-2020,8:00 AM,Gujarat,null,null,21498,1753,29520
3435,26-06-2020,8:00 AM,Haryana,null,null,7380,198,12463
3436,26-06-2020,8:00 AM,Himachal Pradesh,null,null,477,9,839
3437,26-06-2020,8:00 AM,Jammu and Kashmir,null,null,3967,90,6549
3438,26-06-2020,8:00 AM,Jharkhand,null,null,1605,12,2262
3439,26-06-2020,8:00 AM,Karnataka,null,null,6670,170,10560
3440,26-06-2020,8:00 AM,Kerala,null,null,1943,22,3726
3441,26-06-2020,8:00 AM,Ladakh,null,null,358,1,941
3442,26-06-2020,8:00 AM,Madhya Pradesh,null,null,9619,542,12596
3443,26-06-2020,8:00 AM,Maharashtra,null,null,77453,6931,147741
3444,26-06-2020,8:00 AM,Manipur,null,null,354,0,1056
3445,26-06-2020,8:00 AM,Meghalaya,null,null,42,1,46
