Date,State,TotalSamples,Negative,Positive
30-06-2021,Andhra Pradesh,21993618,20104105,Null
01-07-2021,Andhra Pradesh,22084192,20190838,Null
02-07-2021,Andhra Pradesh,22177951,20281133,Null
03-07-2021,Andhra Pradesh,22268483,20368735,Null
04-07-2021,Andhra Pradesh,22363078,20460155,Null
05-07-2021,Andhra Pradesh,22435809,20530786,Null
06-07-2021,Andhra Pradesh,22524187,20616122,Null
07-07-2021,Andhra Pradesh,22608072,Null,Null
08-07-2021,Andhra Pradesh,22699142,20784929,Null
09-07-2021,Andhra Pradesh,22799245,20881992,Null
10-07-2021,Andhra Pradesh,22894611,20974433,Null
11-07-2021,Andhra Pradesh,22986288,21063445,Null
12-07-2021,Andhra Pradesh,23048945,21124524,Null
13-07-2021,Andhra Pradesh,23130708,21203720,Null
14-07-2021,Andhra Pradesh,23220912,21291333,Null
15-07-2021,Andhra Pradesh,23314697,2023364,Null
16-07-2021,Andhra Pradesh,23396437,21461987,Null
17-07-2021,Andhra Pradesh,23488031,21550909,Null
18-07-2021,Andhra Pradesh,23593055,21652959,Null
19-07-2021,Andhra Pradesh,23664207,21722483,Null
20-07-2021,Andhra Pradesh,23752356,21808134,Null
21-07-2021,Andhra Pradesh,23838636,21891887,Null
22-07-2021,Andhra Pradesh,23909363,Null,Null
23-07-2021,Andhra Pradesh,23975283,Null,Null
24-07-2021,Andhra Pradesh,24050103,22097590,Null
25-07-2021,Andhra Pradesh,24134961,Null,Null
26-07-2021,Andhra Pradesh,24192633,22236241,Null
27-07-2021,Andhra Pradesh,24253931,22295999,Null
28-07-2021,Andhra Pradesh,24324626,22364684,Null
29-07-2021,Andhra Pradesh,24403410,22441361,Null
30-07-2021,Andhra Pradesh,24484051,22519934,Null
31-07-2021,Andhra Pradesh,24563043,22596868,Null
01-08-2021,Andhra Pradesh,24648899,22680437,Null
02-08-2021,Andhra Pradesh,24708540,22738532,Null
03-08-2021,Andhra Pradesh,24778146,22806592,Null
04-08-2021,Andhra Pradesh,24863968,22889972,Null
05-08-2021,Andhra Pradesh,24946265,22970124,Null
06-08-2021,Andhra Pradesh,25027770,23049420,Null
07-08-2021,Andhra Pradesh,25108146,23127888,Null
08-08-2021,Andhra Pradesh,25193429,23211121,Null
09-08-2021,Andhra Pradesh,25247884,23264163,Null
10-08-2021,Andhra Pradesh,25311733,23326551,Null
09-04-2020,Arunachal Pradesh,206,185,1
14-04-2020,Arunachal Pradesh,280,250,1
17-04-2020,Arunachal Pradesh,363,338,1
18-04-2020,Arunachal Pradesh,389,358,1
20-04-2020,Arunachal Pradesh,439,405,1
21-04-2020,Arunachal Pradesh,454,433,1
22-04-2020,Arunachal Pradesh,496,441,2
24-04-2020,Arunachal Pradesh,526,508,2
26-04-2020,Arunachal Pradesh,568,529,2
27-04-2020,Arunachal Pradesh,584,566,2
28-04-2020,Arunachal Pradesh,610,581,2
29-04-2020,Arunachal Pradesh,662,595,2
30-04-2020,Arunachal Pradesh,694,656,2
01-05-2020,Arunachal Pradesh,724,692,2
03-05-2020,Arunachal Pradesh,810,761,2
04-05-2020,Arunachal Pradesh,869,762,2
05-05-2020,Arunachal Pradesh,970,814,2
06-05-2020,Arunachal Pradesh,1039,857,2
07-05-2020,Arunachal Pradesh,1144,952,2
08-05-2020,Arunachal Pradesh,1354,1015,2
09-05-2020,Arunachal Pradesh,1597,1266,2
10-05-2020,Arunachal Pradesh,1823,1363,2
11-05-2020,Arunachal Pradesh,2078,1538,2
12-05-2020,Arunachal Pradesh,2257,1798,2
13-05-2020,Arunachal Pradesh,2483,1902,2
14-05-2020,Arunachal Pradesh,2677,2233,2
15-05-2020,Arunachal Pradesh,2942,2546,2
16-05-2020,Arunachal Pradesh,3163,2861,2
17-05-2020,Arunachal Pradesh,3349,2966,2
18-05-2020,Arunachal Pradesh,3662,3166,2
19-05-2020,Arunachal Pradesh,3941,3392,2
20-05-2020,Arunachal Pradesh,4157,3710,2
21-05-2020,Arunachal Pradesh,4438,3963,2
22-05-2020,Arunachal Pradesh,4844,4211,2
23-05-2020,Arunachal Pradesh,5206,4340,2
24-05-2020,Arunachal Pradesh,5428,4552,2
25-05-2020,Arunachal Pradesh,5997,4941,2
26-05-2020,Arunachal Pradesh,6319,5083,2
27-05-2020,Arunachal Pradesh,6436,5405,2
28-05-2020,Arunachal Pradesh,6984,5677,3
29-05-2020,Arunachal Pradesh,7488,6268,3
30-05-2020,Arunachal Pradesh,8017,6675,4
31-05-2020,Arunachal Pradesh,8283,7012,4
01-06-2020,Arunachal Pradesh,8768,7528,22
02-06-2020,Arunachal Pradesh,9079,7806,28
03-06-2020,Arunachal Pradesh,9551,7927,38
04-06-2020,Arunachal Pradesh,10025,8552,43
05-06-2020,Arunachal Pradesh,10790,8877,46
06-06-2020,Arunachal Pradesh,11261,9350,49
07-06-2020,Arunachal Pradesh,11516,9921,51
08-06-2020,Arunachal Pradesh,12012,10376,57
09-06-2020,Arunachal Pradesh,12455,10642,57
10-06-2020,Arunachal Pradesh,13035,11420,61
11-06-2020,Arunachal Pradesh,13479,11754,67
12-06-2020,Arunachal Pradesh,14047,12119,87
13-06-2020,Arunachal Pradesh,14518,12817,88
15-06-2020,Arunachal Pradesh,15453,13610,95
16-06-2020,Arunachal Pradesh,16158,14339,99
17-06-2020,Arunachal Pradesh,16630,14698,103
18-06-2020,Arunachal Pradesh,16630,14698,103
19-06-2020,Arunachal Pradesh,18008,14698,135
20-06-2020,Arunachal Pradesh,18521,16827,135
21-06-2020,Arunachal Pradesh,19154,17100,139
22-06-2020,Arunachal Pradesh,19799,18123,148
23-06-2020,Arunachal Pradesh,20398,18571,158
24-06-2020,Arunachal Pradesh,20938,18979,160
25-06-2020,Arunachal Pradesh,21274,19298,172
26-06-2020,Arunachal Pradesh,21890,19877,174
27-06-2020,Arunachal Pradesh,22623,20209,177
28-06-2020,Arunachal Pradesh,23011,20673,182
29-06-2020,Arunachal Pradesh,23709,21408,187
30-06-2020,Arunachal Pradesh,24237,21766,191
01-07-2020,Arunachal Pradesh,24856,22443,195
02-07-2020,Arunachal Pradesh,25440,23025,232
03-07-2020,Arunachal Pradesh,25917,23486,252
04-07-2020,Arunachal Pradesh,26569,24025,259
05-07-2020,Arunachal Pradesh,26808,24466,269
06-07-2020,Arunachal Pradesh,27645,24900,270
07-07-2020,Arunachal Pradesh,28072,25649,276
08-07-2020,Arunachal Pradesh,28581,25996,287
09-07-2020,Arunachal Pradesh,29232,26707,302
10-07-2020,Arunachal Pradesh,29834,28023,335
11-07-2020,Arunachal Pradesh,30922,28711,341
12-07-2020,Arunachal Pradesh,31520,29296,359
13-07-2020,Arunachal Pradesh,32691,30725,387
14-07-2020,Arunachal Pradesh,33807,31688,462
15-07-2020,Arunachal Pradesh,34619,32450,491
16-07-2020,Arunachal Pradesh,35430,33222,543
17-07-2020,Arunachal Pradesh,36426,34040,609
18-07-2020,Arunachal Pradesh,38042,35471,650
19-07-2020,Arunachal Pradesh,39288,37032,740
20-07-2020,Arunachal Pradesh,40477,37752,790
21-07-2020,Arunachal Pradesh,41772,39116,858
22-07-2020,Arunachal Pradesh,44986,42369,949
23-07-2020,Arunachal Pradesh,48880,46332,991
24-07-2020,Arunachal Pradesh,53335,51033,1056
25-07-2020,Arunachal Pradesh,57861,55574,1126
26-07-2020,Arunachal Pradesh,59558,57541,1158
27-07-2020,Arunachal Pradesh,63784,61629,1239
28-07-2020,Arunachal Pradesh,68034,65962,1330
29-07-2020,Arunachal Pradesh,72739,70551,1410
30-07-2020,Arunachal Pradesh,77630,75572,1484
31-07-2020,Arunachal Pradesh,81865,77637,1591
01-08-2020,Arunachal Pradesh,86288,81988,1673
02-08-2020,Arunachal Pradesh,89031,84700,1698
03-08-2020,Arunachal Pradesh,91227,86828,1758
04-08-2020,Arunachal Pradesh,93365,91127,1790
05-08-2020,Arunachal Pradesh,95983,91164,1855
06-08-2020,Arunachal Pradesh,98733,93684,1948
07-08-2020,Arunachal Pradesh,101947,96758,2049
08-08-2020,Arunachal Pradesh,104833,99460,2117
09-08-2020,Arunachal Pradesh,106792,101265,2155
10-08-2020,Arunachal Pradesh,109863,104171,2231
11-08-2020,Arunachal Pradesh,112689,106807,2327
12-08-2020,Arunachal Pradesh,115758,109794,Null
13-08-2020,Arunachal Pradesh,118882,112767,Null
14-08-2020,Arunachal Pradesh,121371,115112,2607
15-08-2020,Arunachal Pradesh,122854,116538,2658
16-08-2020,Arunachal Pradesh,124786,118381,Null
17-08-2020,Arunachal Pradesh,127286,120729,Null
18-08-2020,Arunachal Pradesh,130246,123408,Null
19-08-2020,Arunachal Pradesh,133048,126085,Null
20-08-2020,Arunachal Pradesh,136092,128762,Null
21-08-2020,Arunachal Pradesh,138913,131556,Null
22-08-2020,Arunachal Pradesh,141655,134121,Null
23-08-2020,Arunachal Pradesh,143626,135812,Null
24-08-2020,Arunachal Pradesh,146012,138059,Null
25-08-2020,Arunachal Pradesh,149273,141127,Null
26-08-2020,Arunachal Pradesh,152852,144556,Null
27-08-2020,Arunachal Pradesh,155750,147281,Null
28-08-2020,Arunachal Pradesh,158993,150209,Null
29-08-2020,Arunachal Pradesh,161525,152666,Null
30-08-2020,Arunachal Pradesh,164524,155425,Null
31-08-2020,Arunachal Pradesh,167615,158324,Null
01-09-2020,Arunachal Pradesh,170445,160911,Null
02-09-2020,Arunachal Pradesh,173469,163658,Null
03-09-2020,Arunachal Pradesh,177259,167280,Null
04-09-2020,Arunachal Pradesh,180372,170070,Null
05-09-2020,Arunachal Pradesh,183390,172829,Null
06-09-2020,Arunachal Pradesh,185322,174589,Null
07-09-2020,Arunachal Pradesh,188435,177394,Null
08-09-2020,Arunachal Pradesh,191632,180193,Null
09-09-2020,Arunachal Pradesh,194647,182937,Null
10-09-2020,Arunachal Pradesh,197711,185795,Null
11-09-2020,Arunachal Pradesh,201010,188857,Null
12-09-2020,Arunachal Pradesh,203356,191018,Null
13-09-2020,Arunachal Pradesh,205519,192960,Null
14-09-2020,Arunachal Pradesh,208164,195308,Null
15-09-2020,Arunachal Pradesh,210345,197252,Null
16-09-2020,Arunachal Pradesh,214292,200905,Null
17-09-2020,Arunachal Pradesh,216202,202540,Null
18-09-2020,Arunachal Pradesh,218285,204350,Null
19-09-2020,Arunachal Pradesh,220706,206425,Null
20-09-2020,Arunachal Pradesh,222429,207925,Null
21-09-2020,Arunachal Pradesh,225328,210458,Null
22-09-2020,Arunachal Pradesh,228242,213033,Null
23-09-2020,Arunachal Pradesh,231045,215460,Null
24-09-2020,Arunachal Pradesh,233456,216919,Null
25-09-2020,Arunachal Pradesh,235979,219655,Null
26-09-2020,Arunachal Pradesh,238223,221576,Null
27-09-2020,Arunachal Pradesh,239900,223119,Null
28-09-2020,Arunachal Pradesh,242948,225773,Null
29-09-2020,Arunachal Pradesh,245788,228315,Null
30-09-2020,Arunachal Pradesh,248439,230620,Null
01-10-2020,Arunachal Pradesh,250993,232867,Null
02-10-2020,Arunachal Pradesh,253413,234989,Null
03-10-2020,Arunachal Pradesh,255951,237222,Null
04-10-2020,Arunachal Pradesh,257972,239060,Null
05-10-2020,Arunachal Pradesh,261029,241750,Null
06-10-2020,Arunachal Pradesh,263242,243642,Null
07-10-2020,Arunachal Pradesh,265870,245963,Null
08-10-2020,Arunachal Pradesh,268286,248047,Null
09-10-2020,Arunachal Pradesh,271035,250405,Null
10-10-2020,Arunachal Pradesh,273441,252475,Null
11-10-2020,Arunachal Pradesh,275319,254145,Null
12-10-2020,Arunachal Pradesh,277171,255649,Null
13-10-2020,Arunachal Pradesh,279792,257940,Null
14-10-2020,Arunachal Pradesh,283856,261730,Null
15-10-2020,Arunachal Pradesh,286572,264114,Null
17-10-2020,Arunachal Pradesh,291875,268732,Null
18-10-2020,Arunachal Pradesh,293164,269846,Null
19-10-2020,Arunachal Pradesh,296135,272412,Null
20-10-2020,Arunachal Pradesh,298490,274506,Null
21-10-2020,Arunachal Pradesh,300977,276756,Null
22-10-2020,Arunachal Pradesh,303101,278550,Null
23-10-2020,Arunachal Pradesh,304526,279778,Null
24-10-2020,Arunachal Pradesh,305694,280771,Null
25-10-2020,Arunachal Pradesh,306694,281697,Null
26-10-2020,Arunachal Pradesh,308912,283634,Null
27-10-2020,Arunachal Pradesh,310668,285259,Null
28-10-2020,Arunachal Pradesh,312775,287150,Null
29-10-2020,Arunachal Pradesh,314749,289094,Null
30-10-2020,Arunachal Pradesh,316633,290828,Null
31-10-2020,Arunachal Pradesh,318479,292467,Null
01-11-2020,Arunachal Pradesh,319596,293500,Null
02-11-2020,Arunachal Pradesh,321688,295438,Null
03-11-2020,Arunachal Pradesh,324062,297660,Null
04-11-2020,Arunachal Pradesh,325823,299275,Null
05-11-2020,Arunachal Pradesh,327812,301137,Null
06-11-2020,Arunachal Pradesh,329760,302951,Null
07-11-2020,Arunachal Pradesh,331244,304308,Null
08-11-2020,Arunachal Pradesh,332402,305367,Null
09-11-2020,Arunachal Pradesh,334117,306990,Null
10-11-2020,Arunachal Pradesh,336558,309285,Null
11-11-2020,Arunachal Pradesh,338280,327363,Null
12-11-2020,Arunachal Pradesh,339487,311977,Null
13-11-2020,Arunachal Pradesh,341099,313459,Null
14-11-2020,Arunachal Pradesh,341928,314213,Null
15-11-2020,Arunachal Pradesh,342450,314677,Null
16-11-2020,Arunachal Pradesh,343791,315797,Null
17-11-2020,Arunachal Pradesh,345190,333989,Null
18-11-2020,Arunachal Pradesh,346532,318507,Null
19-11-2020,Arunachal Pradesh,347737,319640,Null
20-11-2020,Arunachal Pradesh,348960,320812,Null
21-11-2020,Arunachal Pradesh,350020,321808,Null
22-11-2020,Arunachal Pradesh,350713,322474,Null
23-11-2020,Arunachal Pradesh,351737,323427,Null
24-11-2020,Arunachal Pradesh,353201,324803,Null
25-11-2020,Arunachal Pradesh,354379,325921,Null
26-11-2020,Arunachal Pradesh,355611,327088,Null
27-11-2020,Arunachal Pradesh,356661,328110,Null
28-11-2020,Arunachal Pradesh,357695,329110,Null
29-11-2020,Arunachal Pradesh,358294,329702,Null
30-11-2020,Arunachal Pradesh,359123,330517,Null
01-12-2020,Arunachal Pradesh,360088,331468,Null
02-12-2020,Arunachal Pradesh,361250,332605,Null
03-12-2020,Arunachal Pradesh,362267,333591,Null
04-12-2020,Arunachal Pradesh,363062,334363,Null
05-12-2020,Arunachal Pradesh,363953,335236,Null
06-12-2020,Arunachal Pradesh,364420,335692,Null
07-12-2020,Arunachal Pradesh,365286,336535,Null
08-12-2020,Arunachal Pradesh,365935,337159,Null
09-12-2020,Arunachal Pradesh,366530,337727,Null
10-12-2020,Arunachal Pradesh,367306,338485,Null
11-12-2020,Arunachal Pradesh,367980,339141,Null
12-12-2020,Arunachal Pradesh,368526,339675,Null
13-12-2020,Arunachal Pradesh,368841,339985,Null
14-12-2020,Arunachal Pradesh,369540,340661,Null
15-12-2020,Arunachal Pradesh,370128,341231,Null
16-12-2020,Arunachal Pradesh,370756,341838,Null
17-12-2020,Arunachal Pradesh,371423,342475,Null
18-12-2020,Arunachal Pradesh,371936,342979,Null
19-12-2020,Arunachal Pradesh,372458,343483,Null
20-12-2020,Arunachal Pradesh,372693,343717,Null
21-12-2020,Arunachal Pradesh,373351,344351,Null
22-12-2020,Arunachal Pradesh,373734,344729,Null
23-12-2020,Arunachal Pradesh,374423,345406,Null
24-12-2020,Arunachal Pradesh,375058,346032,Null
25-12-2020,Arunachal Pradesh,375405,346379,Null
26-12-2020,Arunachal Pradesh,375766,346731,Null
27-12-2020,Arunachal Pradesh,376168,347131,Null
28-12-2020,Arunachal Pradesh,376568,347523,Null
29-12-2020,Arunachal Pradesh,377052,Null,Null
30-12-2020,Arunachal Pradesh,377725,348665,Null
31-12-2020,Arunachal Pradesh,378151,349083,Null
01-01-2021,Arunachal Pradesh,378364,Null,Null
02-01-2021,Arunachal Pradesh,378926,349850,Null
03-01-2021,Arunachal Pradesh,379261,350180,Null
04-01-2021,Arunachal Pradesh,379934,350884,Null
05-01-2021,Arunachal Pradesh,381014,351921,Null
06-01-2021,Arunachal Pradesh,381616,352513,Null
07-01-2021,Arunachal Pradesh,382096,352989,Null
08-01-2021,Arunachal Pradesh,382701,353587,Null
09-01-2021,Arunachal Pradesh,383065,353948,Null
10-01-2021,Arunachal Pradesh,383621,354499,Null
11-01-2021,Arunachal Pradesh,384038,354911,Null
12-01-2021,Arunachal Pradesh,384536,355404,Null
13-01-2021,Arunachal Pradesh,385299,356166,Null
14-01-2021,Arunachal Pradesh,386124,356976,Null
15-01-2021,Arunachal Pradesh,386656,Null,Null
16-01-2021,Arunachal Pradesh,387121,357963,Null
17-01-2021,Arunachal Pradesh,387291,358130,Null
18-01-2021,Arunachal Pradesh,387691,358529,Null
19-01-2021,Arunachal Pradesh,388013,358848,Null
20-01-2021,Arunachal Pradesh,388375,359210,Null
21-01-2021,Arunachal Pradesh,388696,359530,Null
22-01-2021,Arunachal Pradesh,389149,359982,Null
23-01-2021,Arunachal Pradesh,389553,Null,Null
24-01-2021,Arunachal Pradesh,389689,360519,Null
25-01-2021,Arunachal Pradesh,390074,360903,Null
26-01-2021,Arunachal Pradesh,390552,361080,Null
27-01-2021,Arunachal Pradesh,390926,Null,Null
28-01-2021,Arunachal Pradesh,391275,362097,Null
29-01-2021,Arunachal Pradesh,391822,Null,Null
30-01-2021,Arunachal Pradesh,392143,Null,Null
31-01-2021,Arunachal Pradesh,392211,Null,Null
01-02-2021,Arunachal Pradesh,392762,363583,Null
02-02-2021,Arunachal Pradesh,393314,364134,Null
03-02-2021,Arunachal Pradesh,393880,364700,Null
04-02-2021,Arunachal Pradesh,394542,365362,Null
05-02-2021,Arunachal Pradesh,395200,366020,Null
06-02-2021,Arunachal Pradesh,395795,366614,Null
07-02-2021,Arunachal Pradesh,395994,366813,Null
08-02-2021,Arunachal Pradesh,397038,367856,Null
09-02-2021,Arunachal Pradesh,397631,368449,Null
10-02-2021,Arunachal Pradesh,398385,369203,Null
11-02-2021,Arunachal Pradesh,398970,369787,Null
12-02-2021,Arunachal Pradesh,399702,370519,Null
13-02-2021,Arunachal Pradesh,400178,370995,Null
14-02-2021,Arunachal Pradesh,400354,371171,Null
15-02-2021,Arunachal Pradesh,400852,371668,Null
16-02-2021,Arunachal Pradesh,401518,372334,Null
17-02-2021,Arunachal Pradesh,402086,372902,Null
18-02-2021,Arunachal Pradesh,402617,373430,Null
19-02-2021,Arunachal Pradesh,403063,373876,Null
20-02-2021,Arunachal Pradesh,403289,374102,Null
21-02-2021,Arunachal Pradesh,403485,374298,Null
22-02-2021,Arunachal Pradesh,403950,374763,Null
23-02-2021,Arunachal Pradesh,404280,375093,Null
24-02-2021,Arunachal Pradesh,404737,375550,Null
25-02-2021,Arunachal Pradesh,404999,375812,Null
26-02-2021,Arunachal Pradesh,405335,376071,Null
27-02-2021,Arunachal Pradesh,405647,376383,Null
28-02-2021,Arunachal Pradesh,405804,376540,Null
01-03-2021,Arunachal Pradesh,406182,376917,Null
02-03-2021,Arunachal Pradesh,406705,377439,Null
03-03-2021,Arunachal Pradesh,407051,377785,Null
04-03-2021,Arunachal Pradesh,407377,378111,Null
05-03-2021,Arunachal Pradesh,407682,378415,Null
06-03-2021,Arunachal Pradesh,408024,378756,Null
07-03-2021,Arunachal Pradesh,408171,378903,Null
08-03-2021,Arunachal Pradesh,408452,379184,Null
09-03-2021,Arunachal Pradesh,408728,379460,Null
10-03-2021,Arunachal Pradesh,409168,379899,Null
11-03-2021,Arunachal Pradesh,409502,380233,Null
12-03-2021,Arunachal Pradesh,409789,380520,Null
13-03-2021,Arunachal Pradesh,409993,380724,Null
14-03-2021,Arunachal Pradesh,410101,380832,Null
15-03-2021,Arunachal Pradesh,410355,381086,Null
16-03-2021,Arunachal Pradesh,410571,381301,Null
17-03-2021,Arunachal Pradesh,410875,381605,Null
18-03-2021,Arunachal Pradesh,411170,381906,Null
19-03-2021,Arunachal Pradesh,411459,382188,Null
20-03-2021,Arunachal Pradesh,411693,382422,Null
21-03-2021,Arunachal Pradesh,411821,382550,Null
22-03-2021,Arunachal Pradesh,411947,382676,Null
23-03-2021,Arunachal Pradesh,412230,382959,Null
24-03-2021,Arunachal Pradesh,412521,383250,Null
25-03-2021,Arunachal Pradesh,412761,383490,Null
26-03-2021,Arunachal Pradesh,413053,383781,Null
27-03-2021,Arunachal Pradesh,413321,384046,Null
28-03-2021,Arunachal Pradesh,413432,384157,Null
29-03-2021,Arunachal Pradesh,413554,384279,Null
30-03-2021,Arunachal Pradesh,413804,384529,Null
31-03-2021,Arunachal Pradesh,413963,384688,Null
01-04-2021,Arunachal Pradesh,414169,384894,Null
02-04-2021,Arunachal Pradesh,414273,384997,Null
03-04-2021,Arunachal Pradesh,414467,385188,Null
04-04-2021,Arunachal Pradesh,414602,385323,Null
05-04-2021,Arunachal Pradesh,414958,385677,Null
06-04-2021,Arunachal Pradesh,415217,385934,Null
07-04-2021,Arunachal Pradesh,415547,386256,Null
08-04-2021,Arunachal Pradesh,416046,386738,Null
09-04-2021,Arunachal Pradesh,416577,387272,Null
10-04-2021,Arunachal Pradesh,416897,387589,Null
11-04-2021,Arunachal Pradesh,417041,387729,Null
12-04-2021,Arunachal Pradesh,417356,388038,Null
13-04-2021,Arunachal Pradesh,417994,388661,Null
14-04-2021,Arunachal Pradesh,418290,388947,Null
15-04-2021,Arunachal Pradesh,418501,389150,Null
16-04-2021,Arunachal Pradesh,419072,389693,Null
17-04-2021,Arunachal Pradesh,419731,390330,Null
18-04-2021,Arunachal Pradesh,419969,390548,Null
19-04-2021,Arunachal Pradesh,421131,391644,Null
20-04-2021,Arunachal Pradesh,423123,393575,Null
21-04-2021,Arunachal Pradesh,425461,395839,Null
22-04-2021,Arunachal Pradesh,428202,398469,Null
23-04-2021,Arunachal Pradesh,431231,401354,Null
24-04-2021,Arunachal Pradesh,434293,404295,Null
25-04-2021,Arunachal Pradesh,436658,406585,Null
26-04-2021,Arunachal Pradesh,440234,409987,Null
27-04-2021,Arunachal Pradesh,443327,412948,Null
28-04-2021,Arunachal Pradesh,447019,416471,Null
29-04-2021,Arunachal Pradesh,450543,419790,Null
30-04-2021,Arunachal Pradesh,453906,422980,Null
01-05-2021,Arunachal Pradesh,457369,426217,Null
02-05-2021,Arunachal Pradesh,459804,428546,Null
03-05-2021,Arunachal Pradesh,463551,432062,Null
04-05-2021,Arunachal Pradesh,467378,435648,Null
05-05-2021,Arunachal Pradesh,470855,438895,Null
06-05-2021,Arunachal Pradesh,474314,442129,Null
07-05-2021,Arunachal Pradesh,477466,445102,Null
08-05-2021,Arunachal Pradesh,480631,448014,Null
09-05-2021,Arunachal Pradesh,482862,450118,Null
10-05-2021,Arunachal Pradesh,485734,452781,Null
11-05-2021,Arunachal Pradesh,488727,455567,Null
12-05-2021,Arunachal Pradesh,492061,458616,Null
13-05-2021,Arunachal Pradesh,495141,461437,Null
14-05-2021,Arunachal Pradesh,497938,463963,Null
15-05-2021,Arunachal Pradesh,500708,466473,Null
16-05-2021,Arunachal Pradesh,502767,468349,Null
17-05-2021,Arunachal Pradesh,506975,472242,Null
18-05-2021,Arunachal Pradesh,511863,476764,Null
19-05-2021,Arunachal Pradesh,516372,480928,Null
20-05-2021,Arunachal Pradesh,520974,485146,Null
21-05-2021,Arunachal Pradesh,525589,489363,Null
22-05-2021,Arunachal Pradesh,530121,493576,Null
23-05-2021,Arunachal Pradesh,533126,496350,Null
24-05-2021,Arunachal Pradesh,539733,502474,Null
25-05-2021,Arunachal Pradesh,546447,508750,Null
26-05-2021,Arunachal Pradesh,553056,514977,Null
27-05-2021,Arunachal Pradesh,560340,521814,Null
28-05-2021,Arunachal Pradesh,568556,529524,Null
29-05-2021,Arunachal Pradesh,575997,536497,Null
30-05-2021,Arunachal Pradesh,580353,540676,Null
31-05-2021,Arunachal Pradesh,585905,545903,Null
01-06-2021,Arunachal Pradesh,592424,552041,Null
02-06-2021,Arunachal Pradesh,599605,558835,Null
03-06-2021,Arunachal Pradesh,607591,566447,Null
04-06-2021,Arunachal Pradesh,616569,575014,Null
05-06-2021,Arunachal Pradesh,624422,582526,Null
06-06-2021,Arunachal Pradesh,630180,588052,Null
07-06-2021,Arunachal Pradesh,638028,595531,Null
08-06-2021,Arunachal Pradesh,645249,602439,Null
09-06-2021,Arunachal Pradesh,651115,608039,Null
10-06-2021,Arunachal Pradesh,657846,614508,Null
11-06-2021,Arunachal Pradesh,663519,619816,Null
12-06-2021,Arunachal Pradesh,669428,625410,Null
13-06-2021,Arunachal Pradesh,673167,628995,Null
14-06-2021,Arunachal Pradesh,679537,634983,Null
15-06-2021,Arunachal Pradesh,683592,638721,Null
16-06-2021,Arunachal Pradesh,694292,649148,Null
17-06-2021,Arunachal Pradesh,700761,655308,Null
18-06-2021,Arunachal Pradesh,706494,660824,Null
19-06-2021,Arunachal Pradesh,711716,665804,Null
20-06-2021,Arunachal Pradesh,715752,669675,Null
21-06-2021,Arunachal Pradesh,721157,674771,Null
22-06-2021,Arunachal Pradesh,726805,680115,Null
23-06-2021,Arunachal Pradesh,732078,685114,Null
24-06-2021,Arunachal Pradesh,737403,690129,Null
25-06-2021,Arunachal Pradesh,742574,695016,Null
26-06-2021,Arunachal Pradesh,747206,699340,Null
27-06-2021,Arunachal Pradesh,750910,702865,Null
28-06-2021,Arunachal Pradesh,756207,707859,Null
29-06-2021,Arunachal Pradesh,761108,712411,Null
30-06-2021,Arunachal Pradesh,765890,716897,Null
01-07-2021,Arunachal Pradesh,771020,Null,Null
02-07-2021,Arunachal Pradesh,776970,Null,Null
03-07-2021,Arunachal Pradesh,780582,Null,Null
04-07-2021,Arunachal Pradesh,784187,Null,Null
05-07-2021,Arunachal Pradesh,790027,Null,Null
06-07-2021,Arunachal Pradesh,795331,Null,Null
07-07-2021,Arunachal Pradesh,800789,Null,Null
08-07-2021,Arunachal Pradesh,806388,Null,Null
09-07-2021,Arunachal Pradesh,812321,Null,Null
10-07-2021,Arunachal Pradesh,818139,Null,Null
11-07-2021,Arunachal Pradesh,822183,Null,Null
12-07-2021,Arunachal Pradesh,828323,Null,Null
13-07-2021,Arunachal Pradesh,833600,Null,Null
14-07-2021,Arunachal Pradesh,838608,Null,Null
15-07-2021,Arunachal Pradesh,843999,Null,Null
16-07-2021,Arunachal Pradesh,849465,Null,Null
17-07-2021,Arunachal Pradesh,854819,Null,Null
18-07-2021,Arunachal Pradesh,858884,Null,Null
19-07-2021,Arunachal Pradesh,865454,Null,Null
20-07-2021,Arunachal Pradesh,871328,Null,Null
21-07-2021,Arunachal Pradesh,877444,Null,Null
22-07-2021,Arunachal Pradesh,884284,Null,Null
23-07-2021,Arunachal Pradesh,891205,Null,Null
24-07-2021,Arunachal Pradesh,898083,Null,Null
25-07-2021,Arunachal Pradesh,901814,Null,Null
26-07-2021,Arunachal Pradesh,908388,Null,Null
27-07-2021,Arunachal Pradesh,914835,Null,Null
28-07-2021,Arunachal Pradesh,921482,Null,Null
29-07-2021,Arunachal Pradesh,927516,Null,Null
30-07-2021,Arunachal Pradesh,933698,Null,Null
31-07-2021,Arunachal Pradesh,938932,Null,Null
01-08-2021,Arunachal Pradesh,942207,Null,Null
02-08-2021,Arunachal Pradesh,947244,Null,Null
03-08-2021,Arunachal Pradesh,952988,Null,Null
04-08-2021,Arunachal Pradesh,958369,Null,Null
05-08-2021,Arunachal Pradesh,963339,Null,Null
06-08-2021,Arunachal Pradesh,968186,Null,Null
07-08-2021,Arunachal Pradesh,972655,Null,Null
08-08-2021,Arunachal Pradesh,975916,Null,Null
09-08-2021,Arunachal Pradesh,981399,Null,Null
10-08-2021,Arunachal Pradesh,986281,Null,Null
02-04-2020,Assam,962,819,16
10-04-2020,Assam,2863,2685,29
11-04-2020,Assam,3011,2842,29
